humEns,mouseEns,hgnc_symbol
ENSG00000121797,ENSMUSG00000043953,CCRL2
ENSG00000121807,ENSMUSG00000049103,CCR2
ENSG00000121858,ENSMUSG00000039304,TNFSF10
ENSG00000122008,ENSMUSG00000021668,POLK
ENSG00000122025,ENSMUSG00000042817,FLT3
ENSG00000122121,ENSMUSG00000037005,XPNPEP2
ENSG00000122140,ENSMUSG00000035772,MRPS2
ENSG00000122188,ENSMUSG00000051998,LAX1
ENSG00000122224,ENSMUSG00000004707,LY9
ENSG00000122420,ENSMUSG00000028036,PTGFR
ENSG00000122432,ENSMUSG00000028188,SPATA1
ENSG00000122515,ENSMUSG00000041164,ZMIZ2
ENSG00000122642,ENSMUSG00000029781,FKBP9
ENSG00000122643,ENSMUSG00000029780,NT5C3A
ENSG00000122694,ENSMUSG00000028480,GLIPR2
ENSG00000122861,ENSMUSG00000021822,PLAU
ENSG00000122877,ENSMUSG00000037868,EGR2
ENSG00000122884,ENSMUSG00000019916,P4HA1
ENSG00000122965,ENSMUSG00000029594,RBM19
ENSG00000122971,ENSMUSG00000029545,ACADS
ENSG00000123091,ENSMUSG00000028557,RNF11
ENSG00000123096,ENSMUSG00000030255,SSPN
ENSG00000123159,ENSMUSG00000019433,GIPC1
ENSG00000123191,ENSMUSG00000006567,ATP7B
ENSG00000123219,ENSMUSG00000021714,CENPK
ENSG00000123342,ENSMUSG00000025355,MMP19
ENSG00000123358,ENSMUSG00000023034,NR4A1
ENSG00000123405,ENSMUSG00000058794,NFE2
ENSG00000123485,ENSMUSG00000044783,HJURP
ENSG00000123500,ENSMUSG00000039462,COL10A1
ENSG00000123609,ENSMUSG00000026946,NMI
ENSG00000123610,ENSMUSG00000053475,TNFAIP6
ENSG00000123636,ENSMUSG00000026987,BAZ2B
ENSG00000123684,ENSMUSG00000026623,LPGAT1
ENSG00000123689,ENSMUSG00000009633,G0S2
ENSG00000123700,ENSMUSG00000041695,KCNJ2
ENSG00000123739,ENSMUSG00000027999,PLA2G12A
ENSG00000123836,ENSMUSG00000026409,PFKFB2
ENSG00000123933,ENSMUSG00000037235,MXD4
ENSG00000123983,ENSMUSG00000032883,ACSL3
ENSG00000124098,ENSMUSG00000027495,FAM210B
ENSG00000124107,ENSMUSG00000017002,SLPI
ENSG00000124181,ENSMUSG00000016933,PLCG1
ENSG00000124191,ENSMUSG00000074607,TOX2
ENSG00000124201,ENSMUSG00000039501,ZNFX1
ENSG00000124203,ENSMUSG00000050600,ZNF831
ENSG00000124225,ENSMUSG00000038400,PMEPA1
ENSG00000124226,ENSMUSG00000006418,RNF114
ENSG00000124256,ENSMUSG00000027514,ZBP1
ENSG00000124313,ENSMUSG00000041115,IQSEC2
ENSG00000124334,ENSMUSG00000020279,IL9R
ENSG00000124374,ENSMUSG00000045896,PAIP2B
ENSG00000124490,ENSMUSG00000023930,CRISP2
ENSG00000124491,ENSMUSG00000039109,F13A1
ENSG00000124507,ENSMUSG00000040276,PACSIN1
ENSG00000124588,ENSMUSG00000046949,NQO2
ENSG00000124614,ENSMUSG00000052146,RPS10
ENSG00000124721,ENSMUSG00000033826,DNAH8
ENSG00000124762,ENSMUSG00000023067,CDKN1A
ENSG00000124772,ENSMUSG00000024008,CPNE5
ENSG00000124785,ENSMUSG00000039114,NRN1
ENSG00000124786,ENSMUSG00000021432,SLC35B3
ENSG00000124795,ENSMUSG00000021377,DEK
ENSG00000125037,ENSMUSG00000030286,EMC3
ENSG00000125166,ENSMUSG00000031672,GOT2
ENSG00000125245,ENSMUSG00000050350,GPR18
ENSG00000125246,ENSMUSG00000025545,CLYBL
ENSG00000125257,ENSMUSG00000032849,ABCC4
ENSG00000125266,ENSMUSG00000001300,EFNB2
ENSG00000125304,ENSMUSG00000025544,TM9SF2
ENSG00000125347,ENSMUSG00000018899,IRF1
ENSG00000125485,ENSMUSG00000026806,DDX31
ENSG00000125538,ENSMUSG00000027398,IL1B
ENSG00000125648,ENSMUSG00000046329,SLC25A23
ENSG00000125652,ENSMUSG00000002661,ALKBH7
ENSG00000125726,ENSMUSG00000019489,CD70
ENSG00000125740,ENSMUSG00000003545,FOSB
ENSG00000125743,ENSMUSG00000040824,SNRPD2
ENSG00000125744,ENSMUSG00000030401,RTN2
ENSG00000125753,ENSMUSG00000030403,VASP
ENSG00000125775,ENSMUSG00000027456,SDCBP2
ENSG00000125779,ENSMUSG00000037514,PANK2
ENSG00000125821,ENSMUSG00000027430,DTD1
ENSG00000125826,ENSMUSG00000027466,RBCK1
ENSG00000125845,ENSMUSG00000027358,BMP2
ENSG00000125864,ENSMUSG00000027420,BFSP1
ENSG00000125885,ENSMUSG00000027353,MCM8
ENSG00000125895,ENSMUSG00000044364,TMEM74B
ENSG00000125901,ENSMUSG00000037740,MRPS26
ENSG00000125952,ENSMUSG00000059436,MAX
ENSG00000126016,ENSMUSG00000041688,AMOT
ENSG00000126106,ENSMUSG00000048772,TMEM53
ENSG00000126243,ENSMUSG00000036957,LRFN3
ENSG00000126246,ENSMUSG00000036826,IGFLR1
ENSG00000126262,ENSMUSG00000051314,FFAR2
ENSG00000126353,ENSMUSG00000037944,CCR7
ENSG00000126368,ENSMUSG00000020889,NR1D1
ENSG00000126453,ENSMUSG00000003190,BCL2L12
ENSG00000126457,ENSMUSG00000109324,PRMT1
ENSG00000126464,ENSMUSG00000046574,PRR12
ENSG00000126467,ENSMUSG00000059891,TSKS
ENSG00000126561,ENSMUSG00000004043,STAT5A
ENSG00000126602,ENSMUSG00000005981,TRAP1
ENSG00000126787,ENSMUSG00000037544,DLGAP5
ENSG00000126822,ENSMUSG00000052609,PLEKHG3
ENSG00000126858,ENSMUSG00000017686,RHOT1
ENSG00000126860,ENSMUSG00000078771,EVI2A
ENSG00000126861,ENSMUSG00000049612,OMG
ENSG00000126895,ENSMUSG00000031390,AVPR2
ENSG00000126945,ENSMUSG00000045427,HNRNPH2
ENSG00000127152,ENSMUSG00000048251,BCL11B
ENSG00000127334,ENSMUSG00000028630,DYRK2
ENSG00000127337,ENSMUSG00000020171,YEATS4
ENSG00000127377,ENSMUSG00000038135,CRYGN
ENSG00000127418,ENSMUSG00000008090,FGFRL1
ENSG00000127423,ENSMUSG00000020461,AUNIP
ENSG00000127463,ENSMUSG00000078517,EMC1
ENSG00000127528,ENSMUSG00000055148,KLF2
ENSG00000127533,ENSMUSG00000050147,F2RL3
ENSG00000127561,ENSMUSG00000007021,SYNGR3
ENSG00000127585,ENSMUSG00000025738,FBXL16
ENSG00000127586,ENSMUSG00000019214,CHTF18
ENSG00000127804,ENSMUSG00000010554,METTL16
ENSG00000127831,ENSMUSG00000026175,VIL1
ENSG00000127920,ENSMUSG00000032766,GNG11
ENSG00000127947,ENSMUSG00000028771,PTPN12
ENSG00000127951,ENSMUSG00000039899,FGL2
ENSG00000127954,ENSMUSG00000012428,STEAP4
ENSG00000128000,ENSMUSG00000063047,ZNF780B
ENSG00000128203,ENSMUSG00000029348,ASPHD2
ENSG00000128218,ENSMUSG00000000903,VPREB3
ENSG00000128266,ENSMUSG00000040009,GNAZ
ENSG00000128298,ENSMUSG00000018126,BAIAP2L2
ENSG00000128335,ENSMUSG00000056656,APOL2
ENSG00000128512,ENSMUSG00000035954,DOCK4
ENSG00000128536,ENSMUSG00000035860,CDHR3
ENSG00000128585,ENSMUSG00000025609,MKLN1
ENSG00000128594,ENSMUSG00000049939,LRRC4
ENSG00000128596,ENSMUSG00000029769,CCDC136
ENSG00000128731,ENSMUSG00000030451,HERC2
ENSG00000128872,ENSMUSG00000032186,TMOD2
ENSG00000128886,ENSMUSG00000027246,ELL3
ENSG00000128918,ENSMUSG00000013584,ALDH1A2
ENSG00000128928,ENSMUSG00000027332,IVD
ENSG00000128973,ENSMUSG00000032245,CLN6
ENSG00000129038,ENSMUSG00000032334,LOXL1
ENSG00000129055,ENSMUSG00000035048,ANAPC13
ENSG00000129244,ENSMUSG00000041329,ATP1B2
ENSG00000129250,ENSMUSG00000020821,KIF1C
ENSG00000129292,ENSMUSG00000072501,PHF20L1
ENSG00000129354,ENSMUSG00000003309,AP1M2
ENSG00000129450,ENSMUSG00000030474,SIGLEC9
ENSG00000129467,ENSMUSG00000022220,ADCY4
ENSG00000129473,ENSMUSG00000089682,BCL2L2
ENSG00000129474,ENSMUSG00000022178,AJUBA
ENSG00000129515,ENSMUSG00000005656,SNX6
ENSG00000129636,ENSMUSG00000031703,ITFG1
ENSG00000129654,ENSMUSG00000034227,FOXJ1
ENSG00000129667,ENSMUSG00000020806,RHBDF2
ENSG00000129673,ENSMUSG00000020804,AANAT
ENSG00000129682,ENSMUSG00000031137,FGF13
ENSG00000129968,ENSMUSG00000003346,ABHD17A
ENSG00000130005,ENSMUSG00000020150,GAMT
ENSG00000130066,ENSMUSG00000025283,SAT1
ENSG00000130150,ENSMUSG00000061778,MOSPD2
ENSG00000130176,ENSMUSG00000001349,CNN1
ENSG00000130193,ENSMUSG00000056665,THEM6
ENSG00000130204,ENSMUSG00000002984,TOMM40
ENSG00000130222,ENSMUSG00000021453,GADD45G
ENSG00000130299,ENSMUSG00000007610,GTPBP3
ENSG00000130300,ENSMUSG00000034845,PLVAP
ENSG00000130332,ENSMUSG00000035215,LSM7
ENSG00000130413,ENSMUSG00000031027,STK33
ENSG00000130433,ENSMUSG00000078815,CACNG6
ENSG00000130475,ENSMUSG00000070000,FCHO1
ENSG00000130487,ENSMUSG00000091680,KLHDC7B
ENSG00000130511,ENSMUSG00000070003,SSBP4
ENSG00000130513,ENSMUSG00000038508,GDF15
ENSG00000130520,ENSMUSG00000031848,LSM4
ENSG00000130529,ENSMUSG00000038260,TRPM4
ENSG00000130584,ENSMUSG00000027583,ZBTB46
ENSG00000130589,ENSMUSG00000027580,HELZ2
ENSG00000130590,ENSMUSG00000038605,SAMD10
ENSG00000130595,ENSMUSG00000061723,TNNT3
ENSG00000130635,ENSMUSG00000026837,COL5A1
ENSG00000130653,ENSMUSG00000036833,PNPLA7
ENSG00000130702,ENSMUSG00000015647,LAMA5
ENSG00000130714,ENSMUSG00000039254,POMT1
ENSG00000130724,ENSMUSG00000033916,CHMP2A
ENSG00000130726,ENSMUSG00000005566,TRIM28
ENSG00000130748,ENSMUSG00000019158,TMEM160
ENSG00000130775,ENSMUSG00000037731,THEMIS2
ENSG00000130779,ENSMUSG00000049550,CLIP1
ENSG00000130787,ENSMUSG00000000915,HIP1R
ENSG00000130810,ENSMUSG00000004100,PPAN
ENSG00000130812,ENSMUSG00000038742,ANGPTL6
ENSG00000130821,ENSMUSG00000019558,SLC6A8
ENSG00000130827,ENSMUSG00000031398,PLXNA3
ENSG00000130830,ENSMUSG00000031402,MPP1
ENSG00000130881,ENSMUSG00000001802,LRP3
ENSG00000130956,ENSMUSG00000021476,HABP4
ENSG00000131067,ENSMUSG00000027603,GGT7
ENSG00000131069,ENSMUSG00000027605,ACSS2
ENSG00000131089,ENSMUSG00000025656,ARHGEF9
ENSG00000131100,ENSMUSG00000019210,ATP6V1E1
ENSG00000131116,ENSMUSG00000064264,ZNF428
ENSG00000131171,ENSMUSG00000031246,SH3BGRL
ENSG00000131203,ENSMUSG00000031551,IDO1
ENSG00000131263,ENSMUSG00000056537,RLIM
ENSG00000131378,ENSMUSG00000039316,RFTN1
ENSG00000131462,ENSMUSG00000035198,TUBG1
ENSG00000131469,ENSMUSG00000063316,RPL27
ENSG00000131634,ENSMUSG00000024168,TMEM204
ENSG00000131652,ENSMUSG00000041319,THOC6
ENSG00000131686,ENSMUSG00000028972,CA6
ENSG00000131711,ENSMUSG00000052727,MAP1B
ENSG00000131724,ENSMUSG00000017057,IL13RA1
ENSG00000131746,ENSMUSG00000017607,TNS4
ENSG00000131747,ENSMUSG00000020914,TOP2A
ENSG00000131873,ENSMUSG00000032640,CHSY1
ENSG00000131899,ENSMUSG00000020536,LLGL1
ENSG00000131966,ENSMUSG00000021076,ACTR10
ENSG00000131969,ENSMUSG00000090121,ABHD12B
ENSG00000131979,ENSMUSG00000037580,GCH1
ENSG00000132000,ENSMUSG00000012889,PODNL1
ENSG00000132109,ENSMUSG00000030966,TRIM21
ENSG00000132182,ENSMUSG00000030091,NUP210
ENSG00000132185,ENSMUSG00000038421,FCRLA
ENSG00000132205,ENSMUSG00000024053,EMILIN2
ENSG00000132294,ENSMUSG00000015002,EFR3A
ENSG00000132334,ENSMUSG00000041836,PTPRE
ENSG00000132357,ENSMUSG00000041849,CARD6
ENSG00000132382,ENSMUSG00000040463,MYBBP1A
ENSG00000132386,ENSMUSG00000000753,SERPINF1
ENSG00000132394,ENSMUSG00000033216,EEFSEC
ENSG00000132481,ENSMUSG00000020773,TRIM47
ENSG00000132530,ENSMUSG00000040483,XAF1
ENSG00000132589,ENSMUSG00000061981,FLOT2
ENSG00000132635,ENSMUSG00000037773,PCED1A
ENSG00000132661,ENSMUSG00000036992,NXT1
ENSG00000132698,ENSMUSG00000008601,RAB25
ENSG00000132744,ENSMUSG00000024866,ACY3
ENSG00000132768,ENSMUSG00000028540,DPH2
ENSG00000132825,ENSMUSG00000049999,PPP1R3D
ENSG00000132842,ENSMUSG00000021686,AP3B1
ENSG00000132932,ENSMUSG00000021983,ATP8A2
ENSG00000132938,ENSMUSG00000029651,MTUS2
ENSG00000132963,ENSMUSG00000029649,POMP
ENSG00000132965,ENSMUSG00000060063,ALOX5AP
ENSG00000133019,ENSMUSG00000046159,CHRM3
ENSG00000133027,ENSMUSG00000000301,PEMT
ENSG00000133030,ENSMUSG00000005417,MPRIP
ENSG00000133048,ENSMUSG00000064246,CHI3L1
ENSG00000133055,ENSMUSG00000042451,MYBPH
ENSG00000133056,ENSMUSG00000026447,PIK3C2B
ENSG00000133063,ENSMUSG00000026450,CHIT1
ENSG00000133065,ENSMUSG00000013275,SLC41A1
ENSG00000133067,ENSMUSG00000042793,LGR6
ENSG00000133069,ENSMUSG00000042066,TMCC2
ENSG00000133101,ENSMUSG00000027793,CCNA1
ENSG00000133106,ENSMUSG00000022014,EPSTI1
ENSG00000133138,ENSMUSG00000042473,TBC1D8B
ENSG00000133246,ENSMUSG00000032739,PRAM1
ENSG00000133250,ENSMUSG00000073423,ZNF414
ENSG00000133313,ENSMUSG00000024644,CNDP2
ENSG00000133315,ENSMUSG00000036278,MACROD1
ENSG00000133316,ENSMUSG00000042729,WDR74
ENSG00000133318,ENSMUSG00000024758,RTN3
ENSG00000133401,ENSMUSG00000022197,PDZD2
ENSG00000133574,ENSMUSG00000054435,GIMAP4
ENSG00000133606,ENSMUSG00000029922,MKRN1
ENSG00000133657,ENSMUSG00000022533,ATP13A3
ENSG00000133661,ENSMUSG00000021795,SFTPD
ENSG00000133739,ENSMUSG00000027550,LRRCC1
ENSG00000133740,ENSMUSG00000027552,E2F5
ENSG00000133742,ENSMUSG00000027556,CA1
ENSG00000133812,ENSMUSG00000038371,SBF2
ENSG00000133818,ENSMUSG00000055723,RRAS2
ENSG00000133895,ENSMUSG00000024947,MEN1
ENSG00000133961,ENSMUSG00000021224,NUMB
ENSG00000133985,ENSMUSG00000042734,TTC9
ENSG00000134049,ENSMUSG00000090000,IER3IP1
ENSG00000134070,ENSMUSG00000060477,IRAK2
ENSG00000134107,ENSMUSG00000030103,BHLHE40
ENSG00000134108,ENSMUSG00000030105,ARL8B
ENSG00000134138,ENSMUSG00000027210,MEIS2
ENSG00000134146,ENSMUSG00000057147,DPH6
ENSG00000134152,ENSMUSG00000027132,KATNBL1
ENSG00000134201,ENSMUSG00000058135,GSTM5
ENSG00000134222,ENSMUSG00000068744,PSRC1
ENSG00000134243,ENSMUSG00000068747,SORT1
ENSG00000134247,ENSMUSG00000027864,PTGFRN
ENSG00000134278,ENSMUSG00000024533,SPIRE1
ENSG00000134321,ENSMUSG00000020641,RSAD2
ENSG00000134326,ENSMUSG00000020638,CMPK2
ENSG00000134352,ENSMUSG00000021756,IL6ST
ENSG00000134371,ENSMUSG00000026361,CDC73
ENSG00000134463,ENSMUSG00000039063,ECHDC3
ENSG00000134470,ENSMUSG00000023206,IL15RA
ENSG00000134489,ENSMUSG00000037346,HRH4
ENSG00000134490,ENSMUSG00000049411,TMEM241
ENSG00000134532,ENSMUSG00000041540,SOX5
ENSG00000134545,ENSMUSG00000030167,KLRC1
ENSG00000134571,ENSMUSG00000002100,MYBPC3
ENSG00000134594,ENSMUSG00000031104,RAB33A
ENSG00000134627,ENSMUSG00000036912,PIWIL4
ENSG00000134686,ENSMUSG00000028796,PHC2
ENSG00000134709,ENSMUSG00000028572,HOOK1
ENSG00000134755,ENSMUSG00000024331,DSC2
ENSG00000134780,ENSMUSG00000035735,DAGLA
ENSG00000134809,ENSMUSG00000027076,TIMM10
ENSG00000134824,ENSMUSG00000024665,FADS2
ENSG00000134851,ENSMUSG00000029234,TMEM165
ENSG00000134853,ENSMUSG00000029231,PDGFRA
ENSG00000134905,ENSMUSG00000056228,CARS2
ENSG00000134954,ENSMUSG00000032035,ETS1
ENSG00000134970,ENSMUSG00000033184,TMED7
ENSG00000134996,ENSMUSG00000024725,OSTF1
ENSG00000135049,ENSMUSG00000021557,AGTPBP1
ENSG00000135108,ENSMUSG00000032898,FBXO21
ENSG00000135114,ENSMUSG00000041827,OASL
ENSG00000135119,ENSMUSG00000032850,RNFT2
ENSG00000135144,ENSMUSG00000029603,DTX1
ENSG00000135148,ENSMUSG00000042726,TRAFD1
ENSG00000135205,ENSMUSG00000064280,CCDC146
ENSG00000135211,ENSMUSG00000045435,TMEM60
ENSG00000135218,ENSMUSG00000002944,CD36
ENSG00000135241,ENSMUSG00000036257,PNPLA8
ENSG00000135318,ENSMUSG00000032420,NT5E
ENSG00000135334,ENSMUSG00000028291,AKIRIN2
ENSG00000135363,ENSMUSG00000032698,LMO2
ENSG00000135365,ENSMUSG00000058318,PHF21A
ENSG00000135378,ENSMUSG00000027171,PRRG4
ENSG00000135404,ENSMUSG00000025351,CD63
ENSG00000135407,ENSMUSG00000025432,AVIL
ENSG00000135414,ENSMUSG00000025352,GDF11
ENSG00000135424,ENSMUSG00000025348,ITGA7
ENSG00000135426,ENSMUSG00000034833,TESPA1
ENSG00000135469,ENSMUSG00000039914,COQ10A
ENSG00000135503,ENSMUSG00000000532,ACVR1B
ENSG00000135525,ENSMUSG00000019996,MAP7
ENSG00000135540,ENSMUSG00000039835,NHSL1
ENSG00000135604,ENSMUSG00000039232,STX11
ENSG00000135622,ENSMUSG00000000627,SEMA4F
ENSG00000135631,ENSMUSG00000051343,RAB11FIP5
ENSG00000135632,ENSMUSG00000033706,SMYD5
ENSG00000135636,ENSMUSG00000033788,DYSF
ENSG00000135655,ENSMUSG00000020124,USP15
ENSG00000135677,ENSMUSG00000034707,GNS
ENSG00000135679,ENSMUSG00000020184,MDM2
ENSG00000135736,ENSMUSG00000063605,CCDC102A
ENSG00000135740,ENSMUSG00000014786,SLC9A5
ENSG00000135763,ENSMUSG00000031976,URB2
ENSG00000135766,ENSMUSG00000031987,EGLN1
ENSG00000135821,ENSMUSG00000026473,GLUL
ENSG00000135828,ENSMUSG00000066800,RNASEL
ENSG00000135838,ENSMUSG00000042684,NPL
ENSG00000135870,ENSMUSG00000040423,RC3H1
ENSG00000135900,ENSMUSG00000026248,MRPL44
ENSG00000135916,ENSMUSG00000026223,ITM2C
ENSG00000135925,ENSMUSG00000026167,WNT10A
ENSG00000135929,ENSMUSG00000026170,CYP27A1
ENSG00000135932,ENSMUSG00000036707,CAB39
ENSG00000135953,ENSMUSG00000041945,MFSD9
ENSG00000136010,ENSMUSG00000020256,ALDH1L2
ENSG00000136021,ENSMUSG00000069539,SCYL2
ENSG00000136026,ENSMUSG00000046841,CKAP4
ENSG00000136040,ENSMUSG00000074785,PLXNC1
ENSG00000136048,ENSMUSG00000020057,DRAM1
ENSG00000136068,ENSMUSG00000025278,FLNB
ENSG00000136153,ENSMUSG00000033060,LMO7
ENSG00000136156,ENSMUSG00000022108,ITM2B
ENSG00000136158,ENSMUSG00000022114,SPRY2
ENSG00000136160,ENSMUSG00000022122,EDNRB
ENSG00000136161,ENSMUSG00000022106,RCBTB2
ENSG00000136167,ENSMUSG00000021998,LCP1
ENSG00000136205,ENSMUSG00000020422,TNS3
ENSG00000136213,ENSMUSG00000036599,CHST12
ENSG00000136231,ENSMUSG00000029814,IGF2BP3
ENSG00000136250,ENSMUSG00000021322,AOAH
ENSG00000136271,ENSMUSG00000004393,DDX56
ENSG00000136383,ENSMUSG00000038763,ALPK3
ENSG00000136444,ENSMUSG00000039096,RSAD1
ENSG00000136457,ENSMUSG00000039084,CHAD
ENSG00000136514,ENSMUSG00000033355,RTP4
ENSG00000136560,ENSMUSG00000064289,TANK
ENSG00000136573,ENSMUSG00000014453,BLK
ENSG00000136603,ENSMUSG00000027660,SKIL
ENSG00000136630,ENSMUSG00000039377,HLX
ENSG00000136634,ENSMUSG00000016529,IL10
ENSG00000136643,ENSMUSG00000089872,RPS6KC1
ENSG00000136689,ENSMUSG00000026981,IL1RN
ENSG00000136699,ENSMUSG00000005899,SMPD4
ENSG00000136717,ENSMUSG00000024381,BIN1
ENSG00000136718,ENSMUSG00000026127,IMP4
ENSG00000136770,ENSMUSG00000026740,DNAJC1
ENSG00000136802,ENSMUSG00000007476,LRRC8A
ENSG00000136810,ENSMUSG00000028367,TXN
ENSG00000136816,ENSMUSG00000026848,TOR1B
ENSG00000136842,ENSMUSG00000028328,TMOD1
ENSG00000136856,ENSMUSG00000026791,SLC2A8
ENSG00000136861,ENSMUSG00000039298,CDK5RAP2
ENSG00000136869,ENSMUSG00000039005,TLR4
ENSG00000136874,ENSMUSG00000061455,STX17
ENSG00000136877,ENSMUSG00000009566,FPGS
ENSG00000136942,ENSMUSG00000062997,RPL35
ENSG00000136943,ENSMUSG00000021477,CTSV
ENSG00000136997,ENSMUSG00000022346,MYC
ENSG00000137054,ENSMUSG00000028318,POLR1E
ENSG00000137073,ENSMUSG00000028433,UBAP2
ENSG00000137078,ENSMUSG00000028460,SIT1
ENSG00000137094,ENSMUSG00000036052,DNAJB5
ENSG00000137098,ENSMUSG00000066196,SPAG8
ENSG00000137101,ENSMUSG00000028459,CD72
ENSG00000137103,ENSMUSG00000078716,TMEM8B
ENSG00000137124,ENSMUSG00000035561,ALDH1B1
ENSG00000137133,ENSMUSG00000028470,HINT2
ENSG00000137135,ENSMUSG00000051517,ARHGEF39
ENSG00000137166,ENSMUSG00000023991,FOXP4
ENSG00000137198,ENSMUSG00000000253,GMPR
ENSG00000137269,ENSMUSG00000032352,LRRC1
ENSG00000137288,ENSMUSG00000024208,UQCC2
ENSG00000137312,ENSMUSG00000059714,FLOT1
ENSG00000137337,ENSMUSG00000061607,MDC1
ENSG00000137338,ENSMUSG00000055313,PGBD1
ENSG00000137393,ENSMUSG00000038068,RNF144B
ENSG00000137460,ENSMUSG00000041842,FHDC1
ENSG00000137462,ENSMUSG00000027995,TLR2
ENSG00000137497,ENSMUSG00000066306,NUMA1
ENSG00000137501,ENSMUSG00000030616,SYTL2
ENSG00000137502,ENSMUSG00000030643,RAB30
ENSG00000137509,ENSMUSG00000061119,PRCP
ENSG00000137563,ENSMUSG00000073987,GGH
ENSG00000137575,ENSMUSG00000028249,SDCBP
ENSG00000137628,ENSMUSG00000037921,DDX60
ENSG00000137642,ENSMUSG00000049313,SORL1
ENSG00000137672,ENSMUSG00000031997,TRPC6
ENSG00000137752,ENSMUSG00000025888,CASP1
ENSG00000137801,ENSMUSG00000040152,THBS1
ENSG00000137809,ENSMUSG00000032243,ITGA11
ENSG00000137831,ENSMUSG00000034485,UACA
ENSG00000137877,ENSMUSG00000074899,SPTBN5
ENSG00000137880,ENSMUSG00000046814,GCHFR
ENSG00000137941,ENSMUSG00000036745,TTLL7
ENSG00000137959,ENSMUSG00000039146,IFI44L
ENSG00000137962,ENSMUSG00000039831,ARHGAP29
ENSG00000137965,ENSMUSG00000028037,IFI44
ENSG00000138030,ENSMUSG00000029162,KHK
ENSG00000138031,ENSMUSG00000020654,ADCY3
ENSG00000138035,ENSMUSG00000020464,PNPT1
ENSG00000138061,ENSMUSG00000024087,CYP1B1
ENSG00000138071,ENSMUSG00000020152,ACTR2
ENSG00000138119,ENSMUSG00000048612,MYOF
ENSG00000138131,ENSMUSG00000025185,LOXL4
ENSG00000138172,ENSMUSG00000033033,CALHM2
ENSG00000138185,ENSMUSG00000048120,ENTPD1
ENSG00000138190,ENSMUSG00000053799,EXOC6
ENSG00000138311,ENSMUSG00000037855,ZNF365
ENSG00000138363,ENSMUSG00000026192,ATIC
ENSG00000138386,ENSMUSG00000002881,NAB1
ENSG00000138411,ENSMUSG00000042807,HECW2
ENSG00000138413,ENSMUSG00000025950,IDH1
ENSG00000138433,ENSMUSG00000041777,CIR1
ENSG00000138449,ENSMUSG00000025993,SLC40A1
ENSG00000138459,ENSMUSG00000022664,SLC35A5
ENSG00000138496,ENSMUSG00000022906,PARP9
ENSG00000138600,ENSMUSG00000027366,SPPL2A
ENSG00000138613,ENSMUSG00000032375,APH1B
ENSG00000138623,ENSMUSG00000038264,SEMA7A
ENSG00000138685,ENSMUSG00000037225,FGF2
ENSG00000138688,ENSMUSG00000037270,BLTP1
ENSG00000138722,ENSMUSG00000054641,MMRN1
ENSG00000138735,ENSMUSG00000053965,PDE5A
ENSG00000138738,ENSMUSG00000029913,PRDM5
ENSG00000138756,ENSMUSG00000034663,BMP2K
ENSG00000138772,ENSMUSG00000029484,ANXA3
ENSG00000138778,ENSMUSG00000045328,CENPE
ENSG00000138795,ENSMUSG00000027985,LEF1
ENSG00000138796,ENSMUSG00000027984,HADH
ENSG00000138798,ENSMUSG00000028017,EGF
ENSG00000138801,ENSMUSG00000028032,PAPSS1
ENSG00000139083,ENSMUSG00000030199,ETV6
ENSG00000139116,ENSMUSG00000022629,KIF21A
ENSG00000139117,ENSMUSG00000052560,CPNE8
ENSG00000139132,ENSMUSG00000022788,FGD4
ENSG00000139178,ENSMUSG00000038527,C1RL
ENSG00000139187,ENSMUSG00000030114,KLRG1
ENSG00000139193,ENSMUSG00000030336,CD27
ENSG00000139218,ENSMUSG00000033228,SCAF11
ENSG00000139289,ENSMUSG00000020205,PHLDA1
ENSG00000139323,ENSMUSG00000019952,POC1B
ENSG00000139405,ENSMUSG00000029600,RITA1
ENSG00000139410,ENSMUSG00000029596,SDSL
ENSG00000139428,ENSMUSG00000029575,MMAB
ENSG00000139505,ENSMUSG00000021987,MTMR6
ENSG00000139537,ENSMUSG00000003354,CCDC65
ENSG00000139572,ENSMUSG00000063234,GPR84
ENSG00000139626,ENSMUSG00000001281,ITGB7
ENSG00000139631,ENSMUSG00000023044,CSAD
ENSG00000139641,ENSMUSG00000025366,ESYT1
ENSG00000139679,ENSMUSG00000033446,LPAR6
ENSG00000139687,ENSMUSG00000022105,RB1
ENSG00000139714,ENSMUSG00000029477,MORN3
ENSG00000139725,ENSMUSG00000029449,RHOF
ENSG00000139832,ENSMUSG00000031504,RAB20
ENSG00000139835,ENSMUSG00000038515,GRTP1
ENSG00000139880,ENSMUSG00000059674,CDH24
ENSG00000139946,ENSMUSG00000021846,PELI2
ENSG00000140022,ENSMUSG00000020961,STON2
ENSG00000140030,ENSMUSG00000021886,GPR65
ENSG00000140090,ENSMUSG00000041771,SLC24A4
ENSG00000140092,ENSMUSG00000021186,FBLN5
ENSG00000140199,ENSMUSG00000027130,SLC12A6
ENSG00000140280,ENSMUSG00000032184,LYSMD2
ENSG00000140299,ENSMUSG00000011958,BNIP2
ENSG00000140320,ENSMUSG00000040007,BAHD1
ENSG00000140323,ENSMUSG00000040035,DISP2
ENSG00000140326,ENSMUSG00000027284,CDAN1
ENSG00000140391,ENSMUSG00000032324,TSPAN3
ENSG00000140398,ENSMUSG00000032298,NEIL1
